timestamp_ms,process_cpu_percent,process_rss_bytes,process_vms_bytes,system_cpu_percent
1786957907539,2.0,34254848,277643264,0.5
1786957908042,2.0,34254848,277643264,0.0
1786957908546,0.0,34254848,277643264,0.5
1786957909049,2.0,34254848,277643264,2.0
1786957909552,2.0,34254848,277643264,1.0
1786957910055,0.0,34254848,277643264,1.0
1786957910559,4.0,34254848,277643264,0.5
1786957911062,0.0,34254848,277643264,1.0
1786957911566,2.0,34254848,277643264,0.0
1786957912068,2.0,34254848,277643264,1.5
1786957912572,2.0,34254848,277643264,0.5
1786957913075,2.0,34254848,277643264,1.0
1786957913578,2.0,34254848,277643264,0.0
1786957914081,2.0,34254848,277643264,1.0
1786957914585,0.0,34254848,277643264,0.5
1786957915088,2.0,34254848,277643264,1.5
1786957915592,2.0,34254848,277643264,0.5
1786957916096,2.0,34254848,277643264,1.0
1786957916600,2.0,34254848,277643264,0.0
1786957917103,4.0,34254848,277643264,2.5
1786957917606,0.0,34254848,277643264,1.0
1786957918112,4.0,34254848,277643264,0.0
1786957918615,0.0,34254848,277643264,1.0
1786957919120,2.0,34254848,277643264,0.0
1786957919624,2.0,34254848,277643264,1.5
1786957920127,2.0,34254848,277643264,0.5
1786957920631,2.0,34254848,277643264,1.5
1786957921135,2.0,34254848,277643264,0.5
1786957921637,2.0,34254848,277643264,1.0
1786957922140,2.0,34254848,277643264,1.0
1786957922643,0.0,34254848,277643264,0.5
1786957923146,4.0,34254848,277643264,1.0
1786957923650,2.0,34254848,277643264,1.0
1786957924153,0.0,34254848,277643264,1.0
1786957924657,2.0,34254848,277643264,1.0
1786957925161,2.0,34254848,277643264,1.0
1786957925664,2.0,34254848,277643264,1.0
1786957926167,2.0,34254848,277643264,0.5
1786957926670,2.0,34254848,277643264,1.0
1786957927173,4.0,34254848,277643264,0.5
1786957927676,0.0,34254848,277643264,1.5
1786957928180,2.0,34254848,277643264,0.5
1786957928683,2.0,34254848,277643264,1.0
1786957929187,2.0,34254848,277643264,0.5
1786957929690,2.0,34254848,277643264,1.0
1786957930194,2.0,34254848,277643264,0.5
1786957930697,2.0,34254848,277643264,0.5
1786957931201,2.0,34254848,277643264,0.5
1786957931704,0.0,34254848,277643264,1.5
1786957932208,2.0,34254848,277643264,1.0
1786957932711,2.0,34254848,277643264,0.5
1786957933215,2.0,34254848,277643264,1.0
1786957933719,2.0,34254848,277643264,0.5
1786957934222,2.0,34254848,277643264,0.5
1786957934726,2.0,34254848,277643264,1.5
1786957935229,2.0,34254848,277643264,0.5
1786957935733,2.0,34254848,277643264,0.5
1786957936236,2.0,34254848,277643264,1.5
1786957936740,0.0,34254848,277643264,1.0
1786957937243,2.0,34254848,277643264,1.5
1786957937747,0.0,34254848,277643264,0.5
1786957938250,4.0,34254848,277643264,1.0
1786957938753,2.0,34254848,277643264,0.5
1786957939257,0.0,34254848,277643264,1.0
1786957939762,2.0,34254848,277643264,1.0
1786957940265,2.0,34254848,277643264,0.5
1786957940768,2.0,34254848,277643264,1.0
1786957941272,4.0,34254848,277643264,0.0
1786957941775,0.0,34254848,277643264,1.0
1786957942278,2.0,34254848,277643264,0.0
1786957942781,2.0,34254848,277643264,1.5
1786957943286,2.0,34254848,277643264,0.5
1786957943789,2.0,34254848,277643264,0.5
1786957944292,2.0,34254848,277643264,1.5
1786957944795,0.0,34254848,277643264,0.0
1786957945299,2.0,34254848,277643264,0.5
1786957945803,2.0,34254848,277643264,1.5
1786957946306,2.0,34254848,277643264,0.5
1786957946811,2.0,34254848,277643264,2.0
1786957947315,2.0,34254848,277643264,1.5
1786957947818,2.0,34254848,277643264,0.0
1786957948323,0.0,34254848,277643264,1.0
1786957948826,2.0,34254848,277643264,1.5
1786957949330,2.0,34254848,277643264,1.0
1786957949834,2.0,34254848,277643264,0.5
1786957950337,2.0,34254848,277643264,0.5
1786957950840,2.0,34254848,277643264,0.5
1786957951344,2.0,34254848,277643264,0.5
1786957951846,4.0,34254848,277643264,0.5
1786957952350,0.0,34254848,277643264,0.0
1786957952853,2.0,34254848,277643264,2.0
1786957953357,2.0,34254848,277643264,0.5
1786957953861,2.0,34254848,277643264,0.5
1786957954364,0.0,34254848,277643264,0.5
1786957954867,4.0,34254848,277643264,1.0
1786957955371,0.0,34254848,277643264,0.5
1786957955875,2.0,34254848,277643264,1.5
1786957956379,2.0,34254848,277643264,0.5
1786957956883,2.0,34254848,277643264,1.0
1786957957386,0.0,34254848,277643264,0.5
1786957957889,2.0,34254848,277643264,1.0
1786957958393,2.0,34254848,277643264,0.5
1786957958896,4.0,34254848,277643264,1.5
1786957959400,0.0,34254848,277643264,0.0
1786957959903,2.0,34254848,277643264,1.0
1786957960406,2.0,34254848,277643264,0.5
1786957960910,4.0,34254848,277643264,1.0
1786957961413,0.0,34254848,277643264,1.0
1786957961916,2.0,34254848,277643264,0.5
1786957962421,2.0,34254848,277643264,0.5
1786957962924,2.0,34254848,277643264,1.5
1786957963427,0.0,34254848,277643264,1.0
1786957963931,2.0,34254848,277643264,0.0
1786957964434,4.0,34254848,277643264,1.0
1786957964937,0.0,34254848,277643264,2.5
1786957965440,2.0,34254848,277643264,0.0
1786957965943,2.0,34254848,277643264,0.5
1786957966447,2.0,34254848,277643264,0.5
1786957966951,2.0,34254848,277643264,2.5
1786957967454,0.0,34254848,277643264,0.0
1786957967957,4.0,34254848,277643264,1.0
1786957968461,0.0,34254848,277643264,0.0
1786957968964,2.0,34254848,277643264,1.0
1786957969469,2.0,34254848,277643264,0.0
1786957969974,2.0,34254848,277643264,1.0
1786957970478,0.0,34254848,277643264,0.5
1786957970981,4.0,34254848,277643264,1.5
1786957971485,0.0,34254848,277643264,0.0
1786957971991,4.0,34254848,277643264,1.5
1786957972494,0.0,34254848,277643264,1.0
1786957972997,2.0,34254848,277643264,1.0
1786957973501,4.0,34254848,277643264,0.5
1786957974004,2.0,34254848,277643264,1.5
1786957974507,2.0,34254848,277643264,0.5
1786957975010,0.0,34254848,277643264,1.0
1786957975513,4.0,34254848,277643264,0.5
1786957976016,2.0,34254848,277643264,1.5
1786957976519,0.0,34254848,277643264,0.0
1786957977022,2.0,34254848,277643264,1.0
1786957977526,0.0,34254848,277643264,0.0
1786957978029,4.0,34254848,277643264,1.5
1786957978531,0.0,34254848,277643264,1.0
1786957979035,4.0,34254848,277643264,1.5
1786957979538,0.0,34254848,277643264,0.5
1786957980042,2.0,34254848,277643264,2.0
1786957980544,2.0,34254848,277643264,0.0
1786957981048,2.0,34254848,277643264,1.0
1786957981552,2.0,34254848,277643264,0.5
1786957982056,2.0,34254848,277643264,0.5
1786957982560,0.0,34254848,277643264,0.5
1786957983063,4.0,34254848,277643264,2.0
1786957983567,0.0,34254848,277643264,0.5
1786957984071,4.0,34254848,277643264,1.0
1786957984575,0.0,34254848,277643264,0.5
1786957985078,2.0,34254848,277643264,1.0
1786957985581,2.0,34254848,277643264,0.5
1786957986084,2.0,34254848,277643264,1.0
1786957986588,2.0,34254848,277643264,0.5
1786957987092,2.0,34254848,277643264,1.5
1786957987597,2.0,34254848,277643264,1.5
1786957988101,2.0,34254848,277643264,1.0
1786957988604,0.0,34254848,277643264,0.0
1786957989110,4.0,34254848,277643264,1.5
1786957989613,2.0,34254848,277643264,1.0
1786957990119,2.0,34254848,277643264,0.5
1786957990623,0.0,34254848,277643264,1.0
1786957991127,4.0,34254848,277643264,0.5
1786957991631,0.0,34254848,277643264,1.0
1786957992134,2.0,34254848,277643264,0.5
1786957992637,2.0,34254848,277643264,0.5
1786957993141,2.0,34254848,277643264,0.0
1786957993644,2.0,34254848,277643264,0.5
1786957994147,2.0,34254848,277643264,1.5
1786957994652,0.0,34254848,277643264,1.5
1786957995156,2.0,34254848,277643264,0.5
1786957995659,2.0,34254848,277643264,1.0
1786957996163,2.0,34254848,277643264,0.5
1786957996667,2.0,34254848,277643264,1.0
1786957997171,2.0,34254848,277643264,0.5
1786957997674,2.0,34254848,277643264,1.0
1786957998178,2.0,34254848,277643264,0.0
1786957998682,0.0,34254848,277643264,1.0
1786957999185,2.0,34254848,277643264,0.5
1786957999689,4.0,34254848,277643264,0.5
1786958000193,2.0,34254848,277643264,1.0
1786958000696,0.0,34254848,277643264,1.0
1786958001200,2.0,34254848,277643264,1.0
1786958001704,2.0,34254848,277643264,1.0
1786958002209,2.0,34254848,277643264,0.5
1786958002712,2.0,34254848,277643264,1.0
1786958003215,2.0,34254848,277643264,0.0
1786958003719,2.0,34254848,277643264,1.5
1786958004223,2.0,34254848,277643264,0.5
1786958004727,0.0,34254848,277643264,1.0
1786958005230,4.0,34254848,277643264,0.0
1786958005734,0.0,34254848,277643264,1.0
1786958006237,2.0,34254848,277643264,1.0
1786958006741,0.0,34254848,277643264,0.5
1786958007245,4.0,34254848,277643264,1.0
1786958007748,2.0,34254848,277643264,0.5
1786958008252,2.0,34254848,277643264,0.5
1786958008755,0.0,34254848,277643264,0.5
1786958009259,2.0,34254848,277643264,1.0
1786958009762,2.0,34254848,277643264,0.5
1786958010266,2.0,34254848,277643264,0.5
1786958010769,2.0,34254848,277643264,1.0
1786958011274,2.0,34254848,277643264,1.0
1786958011778,2.0,34254848,277643264,1.0
1786958012282,2.0,34254848,277643264,0.5
1786958012787,2.0,34254848,277643264,2.0
1786958013290,2.0,34254848,277643264,0.0
1786958013793,0.0,34254848,277643264,1.0
1786958014298,4.0,34254848,277643264,1.5
1786958014802,0.0,34254848,277643264,1.0
1786958015306,2.0,34254848,277643264,0.0
1786958015810,0.0,34254848,277643264,1.0
1786958016313,2.0,34254848,277643264,1.0
1786958016817,2.0,34254848,277643264,1.0
1786958017321,2.0,34254848,277643264,0.0
1786958017824,2.0,34254848,277643264,0.5
1786958018328,2.0,34254848,277643264,0.5
1786958018832,2.0,34254848,277643264,1.0
1786958019335,2.0,34254848,277643264,1.0
1786958019838,2.0,34254848,277643264,0.5
